ASSOCIATED SITE,LEG ID,UNIT CONSUMPTION,READING FOR
Luhari-WHTM,1691,1280.576,2021-02-27 00:00:00
"Aerocity, New Delhi",1848,671.36,2021-02-26 00:00:00
Luhari-WHTM,1691,688.512,2021-02-26 00:00:00
Luhari-WHTM,1693,320.482,2021-02-26 00:00:00
Luhari-WHTM,1692,335.868,2021-02-26 00:00:00
Luhari-WHTM,1692,947.712,2021-02-25 00:00:00
"Aerocity, New Delhi",1848,1556.288,2021-02-25 00:00:00
Luhari-WHTM,1693,423.594,2021-02-25 00:00:00
Luhari-WHTM,1693,274.608,2021-02-24 00:00:00
"Aerocity, New Delhi",1848,1592.192,2021-02-24 00:00:00
Luhari-WHTM,1691,1064.384,2021-02-24 00:00:00
Luhari-WHTM,1693,11.904,2021-02-23 00:00:00
Luhari-WHTM,1691,1521.408,2021-02-23 00:00:00
"Aerocity, New Delhi",1848,1500.8,2021-02-23 00:00:00
Luhari-WHTM,1693,65.518,2021-02-22 00:00:00
"Aerocity, New Delhi",1848,1692.224,2021-02-22 00:00:00
Luhari-WHTM,1691,1296.704,2021-02-22 00:00:00
"Aerocity, New Delhi",1848,1711.36,2021-02-21 00:00:00
Luhari-WHTM,1691,2088.448,2021-02-21 00:00:00
Luhari-WHTM,1693,67.188,2021-02-21 00:00:00
Luhari-WHTM,1691,1413.248,2021-02-20 00:00:00
Luhari-WHTM,1693,36.402,2021-02-20 00:00:00
"Aerocity, New Delhi",1848,1610.944,2021-02-20 00:00:00
Luhari-WHTM,1693,16.112,2021-02-19 00:00:00
Luhari-WHTM,1692,0.856,2021-02-19 00:00:00
Luhari-WHTM,1691,1390.464,2021-02-19 00:00:00
"Aerocity, New Delhi",1848,1880.768,2021-02-19 00:00:00
Luhari-WHTM,1691,920.064,2021-02-18 00:00:00
Luhari-WHTM,1692,423.732,2021-02-18 00:00:00
"Aerocity, New Delhi",1848,1747.968,2021-02-18 00:00:00
Luhari-WHTM,1692,6.948,2021-02-17 00:00:00
Luhari-WHTM,1691,1251.904,2021-02-17 00:00:00
"Aerocity, New Delhi",1848,1867.648,2021-02-17 00:00:00
Luhari-WHTM,1691,1215.552,2021-02-16 00:00:00
Luhari-WHTM,1692,15.748,2021-02-16 00:00:00
"Aerocity, New Delhi",1848,1792.576,2021-02-16 00:00:00
Luhari-WHTM,1692,88.412,2021-02-15 00:00:00
"Aerocity, New Delhi",1848,1844.352,2021-02-15 00:00:00
Luhari-WHTM,1691,1325.568,2021-02-15 00:00:00
"Aerocity, New Delhi",1848,1893.76,2021-02-14 00:00:00
Luhari-WHTM,1691,2195.84,2021-02-14 00:00:00
Luhari-WHTM,1692,115.964,2021-02-14 00:00:00
Luhari-WHTM,1691,1305.088,2021-02-13 00:00:00
Luhari-WHTM,1692,154.832,2021-02-13 00:00:00
"Aerocity, New Delhi",1848,1873.792,2021-02-13 00:00:00
Luhari-WHTM,1691,1457.152,2021-02-12 00:00:00
Luhari-WHTM,1692,18.124,2021-02-12 00:00:00
"Aerocity, New Delhi",1848,1897.6,2021-02-12 00:00:00
Luhari-WHTM,1692,34.008,2021-02-11 00:00:00
Luhari-WHTM,1691,1055.424,2021-02-11 00:00:00
Luhari-WHTM,1693,301.036,2021-02-11 00:00:00
"Aerocity, New Delhi",1848,1955.52,2021-02-11 00:00:00
Luhari-WHTM,1693,51.07,2021-02-10 00:00:00
"Aerocity, New Delhi",1848,1905.472,2021-02-10 00:00:00
Luhari-WHTM,1691,928.512,2021-02-10 00:00:00
Luhari-WHTM,1693,92.39,2021-02-09 00:00:00
"Aerocity, New Delhi",1848,2040.32,2021-02-09 00:00:00
Luhari-WHTM,1691,1429.824,2021-02-09 00:00:00
Luhari-WHTM,1693,42.872,2021-02-08 00:00:00
"Aerocity, New Delhi",1848,2006.208,2021-02-08 00:00:00
Luhari-WHTM,1691,1466.368,2021-02-08 00:00:00
Luhari-WHTM,1693,10.536,2021-02-07 00:00:00
"Aerocity, New Delhi",1848,2128.256,2021-02-07 00:00:00
Luhari-WHTM,1691,1696.704,2021-02-07 00:00:00
Luhari-WHTM,1693,3.866,2021-02-06 00:00:00
"Aerocity, New Delhi",1848,2387.008,2021-02-06 00:00:00
Luhari-WHTM,1691,1340.928,2021-02-06 00:00:00
Luhari-WHTM,1693,11.252,2021-02-05 00:00:00
Luhari-WHTM,1691,693.504,2021-02-05 00:00:00
"Aerocity, New Delhi",1848,1476.544,2021-02-05 00:00:00
"Aerocity, New Delhi",1848,1060.544,2021-02-04 00:00:00
"Aerocity, New Delhi",1848,1475.072,2021-02-03 00:00:00
"Aerocity, New Delhi",1848,1792.448,2021-02-02 00:00:00
"Aerocity, New Delhi",1848,1713.728,2021-02-01 00:00:00
"Aerocity, New Delhi",1848,1951.104,2021-01-31 00:00:00
"Aerocity, New Delhi",1848,2086.08,2021-01-30 00:00:00
Luhari-WHTM,1691,250.496,2021-01-30 00:00:00
"Aerocity, New Delhi",1848,995.264,2021-01-29 00:00:00
Luhari-WHTM,1692,84.568,2021-01-29 00:00:00
Luhari-WHTM,1691,1334.848,2021-01-29 00:00:00
Luhari-WHTM,1692,257.944,2021-01-28 00:00:00
Luhari-WHTM,1691,670.4,2021-01-28 00:00:00
Luhari-WHTM,1692,22.336,2021-01-27 00:00:00
Luhari-WHTM,1691,1209.472,2021-01-27 00:00:00
Luhari-WHTM,1692,31.172,2021-01-26 00:00:00
Luhari-WHTM,1691,957.056,2021-01-26 00:00:00
Luhari-WHTM,1692,70.6,2021-01-25 00:00:00
Luhari-WHTM,1691,1298.304,2021-01-25 00:00:00
"Aerocity, New Delhi",1848,2930.752,2021-01-25 00:00:00
"Aerocity, New Delhi",1848,3153.984,2021-01-24 00:00:00
Luhari-WHTM,1691,1314.304,2021-01-24 00:00:00
Luhari-WHTM,1692,9.292,2021-01-23 00:00:00
Luhari-WHTM,1691,1346.688,2021-01-23 00:00:00
"Aerocity, New Delhi",1848,2564.544,2021-01-23 00:00:00
Luhari-WHTM,1692,25.268,2021-01-22 00:00:00
Luhari-WHTM,1691,1165.888,2021-01-22 00:00:00
"Aerocity, New Delhi",1848,2799.296,2021-01-22 00:00:00
Luhari-WHTM,1692,8.092,2021-01-21 00:00:00
"Aerocity, New Delhi",1848,3044.416,2021-01-21 00:00:00
Luhari-WHTM,1691,1244.48,2021-01-21 00:00:00
Luhari-WHTM,1692,50.964,2021-01-20 00:00:00
"Aerocity, New Delhi",1848,2576.064,2021-01-20 00:00:00
Luhari-WHTM,1691,1260.928,2021-01-20 00:00:00
Luhari-WHTM,1692,67.604,2021-01-19 00:00:00
Luhari-WHTM,1693,39.704,2021-01-19 00:00:00
"Aerocity, New Delhi",1848,2807.936,2021-01-19 00:00:00
Luhari-WHTM,1691,1199.872,2021-01-19 00:00:00
Luhari-WHTM,1693,112.462,2021-01-18 00:00:00
"Aerocity, New Delhi",1848,2922.432,2021-01-18 00:00:00
Luhari-WHTM,1691,1047.488,2021-01-18 00:00:00
Luhari-WHTM,1693,81.35,2021-01-17 00:00:00
Luhari-WHTM,1691,1041.216,2021-01-17 00:00:00
"Aerocity, New Delhi",1848,3282.368,2021-01-17 00:00:00
Luhari-WHTM,1691,494.848,2021-01-16 00:00:00
Luhari-WHTM,1693,226.176,2021-01-16 00:00:00
"Aerocity, New Delhi",1848,2811.904,2021-01-16 00:00:00
Luhari-WHTM,1692,516.772,2021-01-16 00:00:00
Luhari-WHTM,1693,1.854,2021-01-15 00:00:00
Luhari-WHTM,1692,99.288,2021-01-15 00:00:00
Luhari-WHTM,1691,1374.464,2021-01-15 00:00:00
"Aerocity, New Delhi",1848,2405.312,2021-01-15 00:00:00
Luhari-WHTM,1692,38.452,2021-01-14 00:00:00
Luhari-WHTM,1691,1347.712,2021-01-14 00:00:00
"Aerocity, New Delhi",1848,2480.832,2021-01-14 00:00:00
Luhari-WHTM,1693,40.652,2021-01-13 00:00:00
Luhari-WHTM,1692,232.904,2021-01-13 00:00:00
"Aerocity, New Delhi",1848,2591.36,2021-01-13 00:00:00
Luhari-WHTM,1691,1238.336,2021-01-13 00:00:00
Luhari-WHTM,1692,43.392,2021-01-12 00:00:00
Luhari-WHTM,1693,5.688,2021-01-12 00:00:00
"Aerocity, New Delhi",1848,2587.2,2021-01-12 00:00:00
Luhari-WHTM,1691,1345.536,2021-01-12 00:00:00
Luhari-WHTM,1693,68.126,2021-01-11 00:00:00
"Aerocity, New Delhi",1848,2363.776,2021-01-11 00:00:00
Luhari-WHTM,1691,1364.864,2021-01-11 00:00:00
"Aerocity, New Delhi",1848,2261.824,2021-01-10 00:00:00
Luhari-WHTM,1691,1303.616,2021-01-10 00:00:00
Luhari-WHTM,1693,60.25,2021-01-09 00:00:00
Luhari-WHTM,1692,51.964,2021-01-09 00:00:00
"Aerocity, New Delhi",1848,2180.672,2021-01-09 00:00:00
Luhari-WHTM,1691,1230.144,2021-01-09 00:00:00
Luhari-WHTM,1691,1165.44,2021-01-08 00:00:00
"Aerocity, New Delhi",1848,2411.072,2021-01-08 00:00:00
Luhari-WHTM,1692,521.384,2021-01-08 00:00:00
Luhari-WHTM,1691,123.456,2021-01-07 00:00:00
Luhari-WHTM,1692,834.588,2021-01-07 00:00:00
Luhari-WHTM,1693,546.1,2021-01-07 00:00:00
"Aerocity, New Delhi",1848,2224.896,2021-01-07 00:00:00
Luhari-WHTM,1693,578.38,2021-01-06 00:00:00
Luhari-WHTM,1692,479.488,2021-01-06 00:00:00
"Aerocity, New Delhi",1848,2314.176,2021-01-06 00:00:00
Luhari-WHTM,1691,568.576,2021-01-06 00:00:00
Luhari-WHTM,1693,580.906,2021-01-05 00:00:00
"Aerocity, New Delhi",1848,2260.224,2021-01-05 00:00:00
Luhari-WHTM,1692,588.22,2021-01-05 00:00:00
Luhari-WHTM,1691,436.48,2021-01-05 00:00:00
Luhari-WHTM,1692,690.772,2021-01-04 00:00:00
Luhari-WHTM,1693,22.96,2021-01-04 00:00:00
Luhari-WHTM,1691,563.52,2021-01-04 00:00:00
"Aerocity, New Delhi",1848,2281.6,2021-01-04 00:00:00
Luhari-WHTM,1693,616.814,2021-01-03 00:00:00
Luhari-WHTM,1692,352.64,2021-01-03 00:00:00
"Aerocity, New Delhi",1848,2482.24,2021-01-03 00:00:00
Luhari-WHTM,1691,756.096,2021-01-03 00:00:00
Luhari-WHTM,1692,454.46,2021-01-02 00:00:00
Luhari-WHTM,1693,191.666,2021-01-02 00:00:00
"Aerocity, New Delhi",1848,2565.248,2021-01-02 00:00:00
Luhari-WHTM,1691,957.632,2021-01-02 00:00:00
Luhari-WHTM,1693,263.482,2021-01-01 00:00:00
Luhari-WHTM,1691,1272.448,2021-01-01 00:00:00
"Aerocity, New Delhi",1848,2642.112,2021-01-01 00:00:00
Luhari-WHTM,1692,15.936,2020-12-31 00:00:00
Luhari-WHTM,1693,134.036,2020-12-31 00:00:00
"Aerocity, New Delhi",1848,2734.272,2020-12-31 00:00:00
Luhari-WHTM,1691,1498.944,2020-12-31 00:00:00
Luhari-WHTM,1693,65.992,2020-12-30 00:00:00
Luhari-WHTM,1692,89.752,2020-12-30 00:00:00
Luhari-WHTM,1691,1484.928,2020-12-30 00:00:00
"Aerocity, New Delhi",1848,2555.072,2020-12-30 00:00:00
"Aerocity, New Delhi",1848,1203.392,2020-12-29 00:00:00
Luhari-WHTM,1692,72.892,2020-12-29 00:00:00
Luhari-WHTM,1691,1593.28,2020-12-29 00:00:00
Luhari-WHTM,1692,229.456,2020-12-28 00:00:00
Luhari-WHTM,1691,1454.912,2020-12-28 00:00:00
Luhari-WHTM,1692,40.592,2020-12-27 00:00:00
"Aerocity, New Delhi",1848,2288.192,2020-12-27 00:00:00
Luhari-WHTM,1691,1495.744,2020-12-27 00:00:00
Luhari-WHTM,1692,76.612,2020-12-26 00:00:00
Luhari-WHTM,1691,1346.752,2020-12-26 00:00:00
"Aerocity, New Delhi",1848,4552.32,2020-12-26 00:00:00
Luhari-WHTM,1693,47.418,2020-12-25 00:00:00
Luhari-WHTM,1692,167.952,2020-12-25 00:00:00
Luhari-WHTM,1691,1198.912,2020-12-25 00:00:00
"Aerocity, New Delhi",1848,896.96,2020-12-25 00:00:00
Luhari-WHTM,1692,20.88,2020-12-24 00:00:00
"Aerocity, New Delhi",1848,1724.416,2020-12-24 00:00:00
Luhari-WHTM,1691,1557.248,2020-12-24 00:00:00
Luhari-WHTM,1692,94.508,2020-12-23 00:00:00
Luhari-WHTM,1693,21.71,2020-12-23 00:00:00
"Aerocity, New Delhi",1848,2313.728,2020-12-23 00:00:00
Luhari-WHTM,1691,1470.976,2020-12-23 00:00:00
Luhari-WHTM,1693,91.524,2020-12-22 00:00:00
"Aerocity, New Delhi",1848,2331.52,2020-12-22 00:00:00
Luhari-WHTM,1691,1524.992,2020-12-22 00:00:00
Luhari-WHTM,1693,5.016,2020-12-21 00:00:00
"Aerocity, New Delhi",1848,2191.36,2020-12-21 00:00:00
Luhari-WHTM,1691,1675.712,2020-12-21 00:00:00
Luhari-WHTM,1693,21.796,2020-12-20 00:00:00
"Aerocity, New Delhi",1848,2221.056,2020-12-20 00:00:00
Luhari-WHTM,1691,1516.224,2020-12-20 00:00:00
Luhari-WHTM,1693,158.884,2020-12-19 00:00:00
"Aerocity, New Delhi",1848,1488.256,2020-12-19 00:00:00
Luhari-WHTM,1691,1380.928,2020-12-19 00:00:00
Luhari-WHTM,1693,48.106,2020-12-18 00:00:00
"Aerocity, New Delhi",1848,2530.112,2020-12-18 00:00:00
Luhari-WHTM,1691,1607.168,2020-12-18 00:00:00
Luhari-WHTM,1693,34.318,2020-12-17 00:00:00
Luhari-WHTM,1692,28.62,2020-12-17 00:00:00
"Aerocity, New Delhi",1848,2096.704,2020-12-17 00:00:00
Luhari-WHTM,1691,1633.088,2020-12-17 00:00:00
Luhari-WHTM,1692,164.576,2020-12-16 00:00:00
Luhari-WHTM,1691,1495.424,2020-12-16 00:00:00
"Aerocity, New Delhi",1848,2143.36,2020-12-16 00:00:00
Luhari-WHTM,1692,130.568,2020-12-15 00:00:00
Luhari-WHTM,1693,54.95,2020-12-15 00:00:00
"Aerocity, New Delhi",1848,2031.36,2020-12-15 00:00:00
Luhari-WHTM,1691,1505.408,2020-12-15 00:00:00
Luhari-WHTM,1693,39.068,2020-12-14 00:00:00
Luhari-WHTM,1692,15.772,2020-12-14 00:00:00
"Aerocity, New Delhi",1848,1710.464,2020-12-14 00:00:00
Luhari-WHTM,1691,1546.112,2020-12-14 00:00:00
Luhari-WHTM,1692,175.692,2020-12-13 00:00:00
"Aerocity, New Delhi",1848,1769.984,2020-12-13 00:00:00
Luhari-WHTM,1691,1304.512,2020-12-13 00:00:00
Luhari-WHTM,1692,391.332,2020-12-12 00:00:00
"Aerocity, New Delhi",1848,1740.992,2020-12-12 00:00:00
Luhari-WHTM,1691,1197.696,2020-12-12 00:00:00
Luhari-WHTM,1693,9.056,2020-12-11 00:00:00
Luhari-WHTM,1692,71.34,2020-12-11 00:00:00
"Aerocity, New Delhi",1848,1709.952,2020-12-11 00:00:00
Luhari-WHTM,1691,1462.784,2020-12-11 00:00:00
Luhari-WHTM,1692,44.552,2020-12-10 00:00:00
"Aerocity, New Delhi",1848,1731.264,2020-12-10 00:00:00
Luhari-WHTM,1691,1488.832,2020-12-10 00:00:00
Luhari-WHTM,1692,41.292,2020-12-09 00:00:00
Luhari-WHTM,1691,1304.576,2020-12-09 00:00:00
"Aerocity, New Delhi",1848,1731.008,2020-12-09 00:00:00
Luhari-WHTM,1692,7.276,2020-12-08 00:00:00
Luhari-WHTM,1693,4.156,2020-12-08 00:00:00
"Aerocity, New Delhi",1848,1679.68,2020-12-08 00:00:00
Luhari-WHTM,1691,1369.408,2020-12-08 00:00:00
Luhari-WHTM,1693,1.066,2020-12-07 00:00:00
Luhari-WHTM,1692,207.884,2020-12-07 00:00:00
"Aerocity, New Delhi",1848,1695.232,2020-12-07 00:00:00
Luhari-WHTM,1691,1234.528,2020-12-07 00:00:00
Luhari-WHTM,1692,138.712,2020-12-06 00:00:00
Luhari-WHTM,1691,1236.16,2020-12-06 00:00:00
"Aerocity, New Delhi",1848,1694.912,2020-12-06 00:00:00
Luhari-WHTM,1692,114.316,2020-12-05 00:00:00
"Aerocity, New Delhi",1848,1654.912,2020-12-05 00:00:00
Luhari-WHTM,1691,1329.376,2020-12-05 00:00:00
Luhari-WHTM,1692,0.62,2020-12-04 00:00:00
Luhari-WHTM,1691,1417.76,2020-12-04 00:00:00
"Aerocity, New Delhi",1848,1690.944,2020-12-04 00:00:00
Luhari-WHTM,1692,9.068,2020-12-03 00:00:00
"Aerocity, New Delhi",1848,1783.104,2020-12-03 00:00:00
Luhari-WHTM,1691,1430.272,2020-12-03 00:00:00
Luhari-WHTM,1692,142.32,2020-12-02 00:00:00
Luhari-WHTM,1693,23.568,2020-12-02 00:00:00
"Aerocity, New Delhi",1848,1851.648,2020-12-02 00:00:00
Luhari-WHTM,1691,1346.816,2020-12-02 00:00:00
Luhari-WHTM,1693,211.972,2020-12-01 00:00:00
Luhari-WHTM,1691,1297.792,2020-12-01 00:00:00
"Aerocity, New Delhi",1848,1873.472,2020-12-01 00:00:00
"Aerocity, New Delhi",1848,841.088,2020-11-30 00:00:00
Luhari-WHTM,1693,164.7,2020-11-30 00:00:00
Luhari-WHTM,1691,1893.312,2020-11-30 00:00:00
Luhari-WHTM,1693,161.296,2020-11-29 00:00:00
"Aerocity, New Delhi",1848,1759.296,2020-11-29 00:00:00
Luhari-WHTM,1691,1844.32,2020-11-29 00:00:00
Luhari-WHTM,1693,135.34,2020-11-28 00:00:00
"Aerocity, New Delhi",1848,1792.96,2020-11-28 00:00:00
Luhari-WHTM,1691,1860.224,2020-11-28 00:00:00
Luhari-WHTM,1693,23.256,2020-11-27 00:00:00
Luhari-WHTM,1691,1872.608,2020-11-27 00:00:00
"Aerocity, New Delhi",1848,1133.888,2020-11-27 00:00:00
Luhari-WHTM,1693,77.658,2020-11-26 00:00:00
Luhari-WHTM,1692,67.424,2020-11-26 00:00:00
Luhari-WHTM,1691,1878.624,2020-11-26 00:00:00
"Aerocity, New Delhi",1848,1515.008,2020-11-26 00:00:00
"Aerocity, New Delhi",1848,1781.056,2020-11-25 00:00:00
Luhari-WHTM,1691,2189.92,2020-11-25 00:00:00
Luhari-WHTM,1692,95.592,2020-11-24 00:00:00
"Aerocity, New Delhi",1848,1800.704,2020-11-24 00:00:00
Luhari-WHTM,1691,1918.72,2020-11-24 00:00:00
Luhari-WHTM,1692,20.064,2020-11-23 00:00:00
"Aerocity, New Delhi",1848,1581.056,2020-11-23 00:00:00
Luhari-WHTM,1691,1794.624,2020-11-23 00:00:00
Luhari-WHTM,1692,195.724,2020-11-22 00:00:00
Luhari-WHTM,1691,1639.232,2020-11-22 00:00:00
"Aerocity, New Delhi",1848,1685.248,2020-11-22 00:00:00
Luhari-WHTM,1693,3.082,2020-11-21 00:00:00
Luhari-WHTM,1692,204.396,2020-11-21 00:00:00
"Aerocity, New Delhi",1848,1708.672,2020-11-21 00:00:00
Luhari-WHTM,1691,1797.216,2020-11-21 00:00:00
Luhari-WHTM,1692,479.436,2020-11-20 00:00:00
Luhari-WHTM,1691,1664.832,2020-11-20 00:00:00
"Aerocity, New Delhi",1848,1711.744,2020-11-20 00:00:00
Luhari-WHTM,1693,4.974,2020-11-19 00:00:00
Luhari-WHTM,1692,95.084,2020-11-19 00:00:00
Luhari-WHTM,1691,1954.784,2020-11-19 00:00:00
"Aerocity, New Delhi",1848,1712.128,2020-11-19 00:00:00
Luhari-WHTM,1692,545.864,2020-11-18 00:00:00
"Aerocity, New Delhi",1848,1735.296,2020-11-18 00:00:00
Luhari-WHTM,1691,1677.568,2020-11-18 00:00:00
Luhari-WHTM,1693,0.002,2020-11-17 00:00:00
Luhari-WHTM,1692,219.368,2020-11-17 00:00:00
"Aerocity, New Delhi",1848,1684.224,2020-11-17 00:00:00
Luhari-WHTM,1691,1886.208,2020-11-17 00:00:00
Luhari-WHTM,1692,296.344,2020-11-16 00:00:00
Luhari-WHTM,1691,1891.328,2020-11-16 00:00:00
"Aerocity, New Delhi",1848,1570.816,2020-11-16 00:00:00
Luhari-WHTM,1693,483.53,2020-11-15 00:00:00
"Aerocity, New Delhi",1848,1495.808,2020-11-15 00:00:00
Luhari-WHTM,1691,1458.912,2020-11-15 00:00:00
Luhari-WHTM,1693,30.14,2020-11-14 00:00:00
"Aerocity, New Delhi",1848,1526.016,2020-11-14 00:00:00
Luhari-WHTM,1691,1529.984,2020-11-14 00:00:00
Luhari-WHTM,1693,45.17,2020-11-13 00:00:00
"Aerocity, New Delhi",1848,1666.624,2020-11-13 00:00:00
Luhari-WHTM,1691,2199.264,2020-11-13 00:00:00
Luhari-WHTM,1693,85.094,2020-11-12 00:00:00
Luhari-WHTM,1691,2130.24,2020-11-12 00:00:00
"Aerocity, New Delhi",1848,1704.896,2020-11-12 00:00:00
Luhari-WHTM,1693,128.004,2020-11-11 00:00:00
Luhari-WHTM,1691,2118.912,2020-11-11 00:00:00
"Aerocity, New Delhi",1848,1712.64,2020-11-11 00:00:00
Luhari-WHTM,1693,41.818,2020-11-10 00:00:00
"Aerocity, New Delhi",1848,1729.088,2020-11-10 00:00:00
Luhari-WHTM,1691,2285.6,2020-11-10 00:00:00
Luhari-WHTM,1693,100.19,2020-11-09 00:00:00
"Aerocity, New Delhi",1848,1422.848,2020-11-09 00:00:00
Luhari-WHTM,1691,2220.256,2020-11-09 00:00:00
Luhari-WHTM,1693,79.548,2020-11-08 00:00:00
Luhari-WHTM,1691,1873.248,2020-11-08 00:00:00
"Aerocity, New Delhi",1848,1475.648,2020-11-08 00:00:00
Luhari-WHTM,1693,354.444,2020-11-07 00:00:00
Luhari-WHTM,1691,1865.088,2020-11-07 00:00:00
"Aerocity, New Delhi",1848,1739.648,2020-11-07 00:00:00
Luhari-WHTM,1693,2.252,2020-11-06 00:00:00
Luhari-WHTM,1692,200.704,2020-11-06 00:00:00
Luhari-WHTM,1691,1985.312,2020-11-06 00:00:00
"Aerocity, New Delhi",1848,1750.08,2020-11-06 00:00:00
Luhari-WHTM,1692,15.992,2020-11-05 00:00:00
"Aerocity, New Delhi",1848,1778.56,2020-11-05 00:00:00
Luhari-WHTM,1691,2230.016,2020-11-05 00:00:00
Luhari-WHTM,1692,28.736,2020-11-04 00:00:00
"Aerocity, New Delhi",1848,1705.152,2020-11-04 00:00:00
Luhari-WHTM,1691,2190.752,2020-11-04 00:00:00
Luhari-WHTM,1692,22.872,2020-11-03 00:00:00
"Aerocity, New Delhi",1848,1780.416,2020-11-03 00:00:00
Luhari-WHTM,1691,2070.016,2020-11-03 00:00:00
"Aerocity, New Delhi",1848,937.92,2020-11-02 00:00:00
Luhari-WHTM,1692,42.908,2020-11-02 00:00:00
Luhari-WHTM,1691,2015.36,2020-11-02 00:00:00
Luhari-WHTM,1692,37.716,2020-11-01 00:00:00
Luhari-WHTM,1691,1827.136,2020-11-01 00:00:00
Luhari-WHTM,1692,28.132,2020-10-31 00:00:00
"Aerocity, New Delhi",1848,1716.736,2020-10-31 00:00:00
Luhari-WHTM,1691,1392.384,2020-10-31 00:00:00
Luhari-WHTM,1692,39.044,2020-10-30 00:00:00
"Aerocity, New Delhi",1848,1623.104,2020-10-30 00:00:00
Luhari-WHTM,1691,1581.12,2020-10-30 00:00:00
Luhari-WHTM,1692,39.616,2020-10-29 00:00:00
"Aerocity, New Delhi",1848,1728.32,2020-10-29 00:00:00
Luhari-WHTM,1691,1337.44,2020-10-29 00:00:00
Luhari-WHTM,1692,23.264,2020-10-28 00:00:00
Luhari-WHTM,1691,1260.288,2020-10-28 00:00:00
"Aerocity, New Delhi",1848,1761.6,2020-10-28 00:00:00
Luhari-WHTM,1692,42.44,2020-10-27 00:00:00
"Aerocity, New Delhi",1848,1735.872,2020-10-27 00:00:00
Luhari-WHTM,1691,1110.144,2020-10-27 00:00:00
Luhari-WHTM,1692,12.756,2020-10-26 00:00:00
"Aerocity, New Delhi",1848,1594.688,2020-10-26 00:00:00
Luhari-WHTM,1691,1322.4,2020-10-26 00:00:00
Luhari-WHTM,1692,116.856,2020-10-25 00:00:00
"Aerocity, New Delhi",1848,1551.36,2020-10-25 00:00:00
Luhari-WHTM,1691,1333.184,2020-10-25 00:00:00
Luhari-WHTM,1692,130.684,2020-10-24 00:00:00
Luhari-WHTM,1691,1456.736,2020-10-24 00:00:00
"Aerocity, New Delhi",1848,1736.064,2020-10-24 00:00:00
Luhari-WHTM,1692,3.5,2020-10-23 00:00:00
"Aerocity, New Delhi",1848,1627.072,2020-10-23 00:00:00
Luhari-WHTM,1691,1686.496,2020-10-23 00:00:00
Luhari-WHTM,1692,41.1,2020-10-22 00:00:00
"Aerocity, New Delhi",1848,1814.784,2020-10-22 00:00:00
Luhari-WHTM,1691,1760.32,2020-10-22 00:00:00
Luhari-WHTM,1692,63.468,2020-10-21 00:00:00
Luhari-WHTM,1691,1632,2020-10-21 00:00:00
"Aerocity, New Delhi",1848,1788.416,2020-10-21 00:00:00
"Aerocity, New Delhi",1848,1818.56,2020-10-20 00:00:00
Luhari-WHTM,1691,1572.224,2020-10-20 00:00:00
Luhari-WHTM,1692,7.316,2020-10-19 00:00:00
"Aerocity, New Delhi",1848,1796.352,2020-10-19 00:00:00
Luhari-WHTM,1691,1505.6,2020-10-19 00:00:00
Luhari-WHTM,1692,30.72,2020-10-18 00:00:00
"Aerocity, New Delhi",1848,1874.688,2020-10-18 00:00:00
Luhari-WHTM,1691,1566.304,2020-10-18 00:00:00
"Aerocity, New Delhi",1848,1788.992,2020-10-17 00:00:00
Luhari-WHTM,1691,1631.648,2020-10-17 00:00:00
Luhari-WHTM,1692,6,2020-10-16 00:00:00
"Aerocity, New Delhi",1848,1854.144,2020-10-16 00:00:00
Luhari-WHTM,1691,1781.344,2020-10-16 00:00:00
Luhari-WHTM,1692,37.512,2020-10-15 00:00:00
"Aerocity, New Delhi",1848,2051.328,2020-10-15 00:00:00
Luhari-WHTM,1691,1745.664,2020-10-15 00:00:00
Luhari-WHTM,1692,22.412,2020-10-14 00:00:00
"Aerocity, New Delhi",1848,2038.272,2020-10-14 00:00:00
Luhari-WHTM,1691,1652.672,2020-10-14 00:00:00
Luhari-WHTM,1692,61.436,2020-10-13 00:00:00
"Aerocity, New Delhi",1848,1971.52,2020-10-13 00:00:00
Hasanpur WHTM,1686,109.544,2020-10-13 00:00:00
Luhari-WHTM,1691,1355.008,2020-10-13 00:00:00
Hasanpur WHTM,1685,37.416,2020-10-12 00:00:00
"Aerocity, New Delhi",1848,1884.032,2020-10-12 00:00:00
Luhari-WHTM,1691,1386.752,2020-10-12 00:00:00
Hasanpur WHTM,1686,254.776,2020-10-12 00:00:00
Luhari-WHTM,1692,11.952,2020-10-11 00:00:00
Hasanpur WHTM,1685,22.5,2020-10-11 00:00:00
"Aerocity, New Delhi",1848,2130.176,2020-10-11 00:00:00
Hasanpur WHTM,1686,255.168,2020-10-11 00:00:00
Luhari-WHTM,1691,1274.528,2020-10-11 00:00:00
Luhari-WHTM,1692,4.56,2020-10-10 00:00:00
Hasanpur WHTM,1685,8.362,2020-10-10 00:00:00
Luhari-WHTM,1691,1377.152,2020-10-10 00:00:00
"Aerocity, New Delhi",1848,2349.76,2020-10-10 00:00:00
Hasanpur WHTM,1686,259.48,2020-10-10 00:00:00
Luhari-WHTM,1692,50.976,2020-10-09 00:00:00
Hasanpur WHTM,1685,10.422,2020-10-09 00:00:00
Luhari-WHTM,1691,1322.88,2020-10-09 00:00:00
"Aerocity, New Delhi",1848,3276.672,2020-10-09 00:00:00
Hasanpur WHTM,1686,306.864,2020-10-09 00:00:00
Hasanpur WHTM,1685,141.414,2020-10-08 00:00:00
